#Selection name: Selection 1
#Area (µm^2): 693778.57
Cell ID,Cluster,Transcripts,Area (µm^2)
hglfamph-1,Cluster 1,61,56.39
higkadkc-1,Cluster 8,83,54.71
hghfakjn-1,Cluster 8,82,78.70
hihebgbe-1,Cluster 1,112,59.55
hihdgmgj-1,Cluster 1,90,43.10
hihejbjo-1,Cluster 1,91,72.94
hieonojc-1,Cluster 8,86,72.04
hginoibl-1,Cluster 1,103,64.53
hihjnfpm-1,Cluster 8,69,50.55
hihiehdl-1,Cluster 1,77,43.42
afgakgcm-1,Cluster 13,83,37.02
ejfemnki-1,Cluster 2,77,46.18
afhnlahb-1,Cluster 13,76,40.08
hfmfigml-1,Cluster 1,49,34.40
hfmjmkdl-1,Cluster 1,71,59.16
hfmflglg-1,Cluster 2,134,107.28
hfmipcbp-1,Cluster 1,45,41.20
hfmfkjpk-1,Cluster 2,55,55.66
hfmhfejb-1,Cluster 1,58,46.56
hfmhfiof-1,Cluster 1,66,53.87
hfmgeccn-1,Cluster 23,43,31.17
hfmcoema-1,Cluster 1,117,68.29
hfmcidfg-1,Cluster 1,57,43.67
hfmjblfh-1,Cluster 1,74,50.70
afgiloae-1,Cluster 13,292,143.74
afgofkhc-1,Cluster 13,108,101.99
afgcbgjj-1,Cluster 23,51,42.60
ajegfpil-1,Cluster 23,62,40.63
afhndaeh-1,Cluster 13,186,131.12
ejfjaann-1,Cluster 8,54,49.48
affniddn-1,Cluster 23,49,51.15
ejfjhgpp-1,Cluster 1,91,64.12
hfmcahnd-1,Cluster 1,82,52.12
hfmhecfj-1,Cluster 1,59,57.77
hgihajfn-1,Cluster 14,195,93.08
hgiiklme-1,Cluster 10,114,52.78
hgiglccb-1,Cluster 1,87,49.66
hgilokmn-1,Cluster 15,56,29.54
hgikaoli-1,Cluster 1,86,73.66
hgigebkj-1,Cluster 1,28,14.97
hfmaoagg-1,Cluster 1,43,27.14
hflpdmnm-1,Cluster 15,115,52.43
hgihcgnc-1,Cluster 10,64,30.61
hgikpiig-1,Cluster 1,79,45.52
hgidjbjg-1,Cluster 14,54,23.07
affmkppa-1,Cluster 8,14,14.06
ejffmkge-1,Cluster 1,51,37.74
afhklhoa-1,Cluster 13,99,114.19
afhjanag-1,Cluster 13,190,151.25
afgbbnja-1,Cluster 13,219,112.86
hgilfejc-1,Cluster 1,46,30.56
hgifomep-1,Cluster 1,72,48.99
hgijdebp-1,Cluster 10,57,30.14
hfmahino-1,Cluster 10,125,65.14
ekincmaf-1,Cluster 1,95,81.85
ekjalklj-1,Cluster 8,149,80.94
ekjbknfa-1,Cluster 1,72,46.43
ekioejcp-1,Cluster 1,67,49.61
ekimlbod-1,Cluster 8,106,62.10
ekjcomjn-1,Cluster 1,84,57.26
ekipiafk-1,Cluster 2,120,72.87
ekjcodnk-1,Cluster 2,101,66.18
ekjahiml-1,Cluster 1,94,68.54
ejfjdbcn-1,Cluster 15,168,63.39
ejfgldjg-1,Cluster 1,88,52.55
ekjdglfi-1,Cluster 1,99,50.59
ejjpcajh-1,Cluster 10,70,37.43
ejkflgfc-1,Cluster 1,89,53.83
ejkafobn-1,Cluster 14,148,76.21
ejkfgpli-1,Cluster 2,48,32.11
ejjpjfjp-1,Cluster 14,146,76.37
ejjocdjo-1,Cluster 14,304,151.13
ekjfafdl-1,Cluster 2,128,49.14
ekinhnih-1,Cluster 6,96,47.77
ekjcfjoa-1,Cluster 2,70,35.10
ekiniohb-1,Cluster 1,91,56.54
ekiiecef-1,Cluster 8,78,64.81
ekimaegf-1,Cluster 8,74,48.64
ekinbdel-1,Cluster 6,72,52.89
ekijbobk-1,Cluster 3,59,41.30
ekiiohfk-1,Cluster 8,152,67.79
ekikadbi-1,Cluster 1,76,45.93
ekihiahi-1,Cluster 1,68,48.00
ekieidli-1,Cluster 8,70,55.52
ekijbfmb-1,Cluster 6,74,47.89
ekiilcgg-1,Cluster 1,75,66.98
ejfcehef-1,Cluster 1,39,25.76
elacnkfh-1,Cluster 6,103,52.88
ekpoeeke-1,Cluster 8,69,52.74
elajkcei-1,Cluster 4,112,58.86
ekpiigmd-1,Cluster 14,22,16.70
elalcbac-1,Cluster 14,164,87.82
elaabjja-1,Cluster 1,70,41.24
ekppoghe-1,Cluster 8,111,83.02
elaclake-1,Cluster 14,44,22.10
ekikcpch-1,Cluster 6,74,43.20
ekhjkice-1,Cluster 1,68,49.37
ejfamjip-1,Cluster 23,84,71.77
afghjimj-1,Cluster 1,88,59.63
hghjigfe-1,Cluster 3,187,121.76
hgibfdgn-1,Cluster 6,49,52.56
hgholmaa-1,Cluster 1,96,71.81
hghmclhl-1,Cluster 6,32,22.93
hghfdmkb-1,Cluster 3,289,138.03
hgickkpf-1,Cluster 6,80,46.68
hgiamaen-1,Cluster 1,87,44.71
hghjeade-1,Cluster 8,113,68.39
hgiaoffn-1,Cluster 10,123,58.43
hghjjdil-1,Cluster 10,46,33.79
ekieahhm-1,Cluster 1,49,41.12
ekibpbea-1,Cluster 1,53,34.96
ekialnio-1,Cluster 1,64,47.06
ejfbocac-1,Cluster 1,91,56.55
ejfapdmn-1,Cluster 23,55,40.78
afghcjoj-1,Cluster 13,168,101.24
afhfeodh-1,Cluster 13,79,52.40
afhdeflm-1,Cluster 13,84,69.13
afiejnom-1,Cluster 13,186,97.12
afiiincc-1,Cluster 6,54,45.92
afioeema-1,Cluster 23,141,103.30
hihealin-1,Cluster 10,227,146.63
hihemoik-1,Cluster 10,107,47.43
hihdkabc-1,Cluster 14,165,63.97
hihfmhof-1,Cluster 6,145,125.44
hihapkhf-1,Cluster 10,35,26.32
hihgmenf-1,Cluster 6,109,93.49
hihhfnnj-1,Cluster 10,104,51.19
hihfdaok-1,Cluster 14,77,30.84
hihapnii-1,Cluster 10,66,34.92
hghfdapd-1,Cluster 10,99,52.35
ekhidenm-1,Cluster 1,80,47.66
ekhlffhj-1,Cluster 1,80,54.83
ejepobke-1,Cluster 23,43,27.49
ejepbpck-1,Cluster 1,92,74.05
afgkgkch-1,Cluster 13,98,42.62
afgkleif-1,Cluster 13,226,132.94
afhmmoap-1,Cluster 13,222,157.40
afiijein-1,Cluster 13,94,105.43
afigegin-1,Cluster 2,38,36.53
ekhpmanf-1,Cluster 1,82,42.43
ekpcbbme-1,Cluster 14,75,38.14
ekidfdoc-1,Cluster 14,116,47.49
ekiblfdi-1,Cluster 14,135,70.82
ekiccljf-1,Cluster 1,84,62.85
ekickoba-1,Cluster 8,126,74.69
ekibnpcc-1,Cluster 8,35,27.40
ekibbach-1,Cluster 8,115,72.03
ekiacgmk-1,Cluster 1,112,92.47
ekhppblg-1,Cluster 1,46,41.27
ekifegcm-1,Cluster 1,53,41.80
ekiaokca-1,Cluster 8,199,96.84
ekpakbbi-1,Cluster 14,49,23.64
ekpfjhbm-1,Cluster 14,108,61.43
ekpcnkio-1,Cluster 14,76,35.17
ekpeblaa-1,Cluster 4,89,47.17
ekpfbmgj-1,Cluster 4,90,50.67
ekpfbkpn-1,Cluster 14,29,14.19
ekpblmbl-1,Cluster 14,117,79.58
ekpgclkn-1,Cluster 14,146,78.08
ekpblinm-1,Cluster 14,92,42.81
ekhhpjne-1,Cluster 2,142,59.88
ekhjoooj-1,Cluster 3,170,76.90
ekhjhoaa-1,Cluster 8,35,28.88
ekhikccp-1,Cluster 8,97,56.25
ekhjdoeg-1,Cluster 24,38,28.83
ekhjkjic-1,Cluster 24,42,35.19
ekhmdgln-1,Cluster 24,19,14.04
ekhlcgoc-1,Cluster 24,71,22.31
ekhmbljb-1,Cluster 1,57,51.82
ekhioapo-1,Cluster 8,40,45.62
ekhoehbh-1,Cluster 2,113,49.66
ekojojgk-1,Cluster 4,192,92.79
ekopbnnh-1,Cluster 14,165,96.98
ekoklkda-1,Cluster 12,43,18.16
ekogfkkk-1,Cluster 14,92,49.41
ekohmmkg-1,Cluster 14,107,62.03
ekogflie-1,Cluster 2,50,26.87
ekolleil-1,Cluster 14,105,50.75
ekoiipeo-1,Cluster 14,116,71.38
ekonfedg-1,Cluster 14,122,62.30
ajeaaile-1,Cluster 8,76,51.07
hidgjind-1,Cluster 1,58,44.30
hiencmkj-1,Cluster 8,67,90.50
hiegiilp-1,Cluster 1,36,28.38
hibgfibg-1,Cluster 8,79,52.22
hibmndcm-1,Cluster 3,135,77.61
hibomcnk-1,Cluster 1,67,43.01
hibmmfna-1,Cluster 1,48,29.73
hibljjkk-1,Cluster 13,205,106.06
hiblmaje-1,Cluster 1,63,29.36
hibgjdcl-1,Cluster 13,209,98.78
hibkolcc-1,Cluster 1,77,38.49
hibghdci-1,Cluster 1,80,44.52
hicnnckd-1,Cluster 15,82,29.14
hibpkfdp-1,Cluster 1,91,52.22
hieobhnk-1,Cluster 2,105,62.34
hiehbcem-1,Cluster 8,41,21.66
hiekkhje-1,Cluster 8,111,69.42
hiegamdj-1,Cluster 8,51,35.03
hieilpmo-1,Cluster 1,43,24.87
hiekogpn-1,Cluster 1,29,29.61
hieneeod-1,Cluster 6,13,15.01
hibljjlg-1,Cluster 8,61,36.88
hicageha-1,Cluster 24,85,68.04
hibpljnb-1,Cluster 3,98,46.22
hiciilje-1,Cluster 1,63,38.57
hiaknfgh-1,Cluster 1,61,57.06
hibaoied-1,Cluster 13,96,59.51
hialkcch-1,Cluster 13,326,162.04
hicjfgpp-1,Cluster 13,180,88.22
hibamdch-1,Cluster 13,117,67.46
hiamdfin-1,Cluster 15,174,86.24
hianmnef-1,Cluster 1,55,46.82
hibcipje-1,Cluster 1,69,38.60
hibahipj-1,Cluster 15,88,44.61
hibkmbdk-1,Cluster 8,95,59.29
hidmmapm-1,Cluster 8,116,67.61
hidnfanl-1,Cluster 8,99,57.05
hidnpjnm-1,Cluster 8,91,48.55
hidmenle-1,Cluster 8,41,20.91
hiedjaeo-1,Cluster 8,9,21.66
hidninkj-1,Cluster 1,106,67.49
hidoeani-1,Cluster 8,58,38.84
hibdehjm-1,Cluster 1,57,37.46
hiaggaef-1,Cluster 1,79,48.14
hidnkioa-1,Cluster 1,59,35.94
hiemlpcl-1,Cluster 8,59,57.86
hieobnpo-1,Cluster 8,17,20.76
hiebfpoc-1,Cluster 8,27,37.41
hiehjnkj-1,Cluster 8,55,62.10
hienpnhk-1,Cluster 8,47,46.80
hieojpdh-1,Cluster 8,58,32.66
hiealakj-1,Cluster 1,27,26.41
hienamff-1,Cluster 8,110,54.39
hiedmlgo-1,Cluster 6,65,36.68
hiejmfac-1,Cluster 8,75,52.76
hieacofc-1,Cluster 3,90,40.68
hihahpnd-1,Cluster 8,99,58.91
hihapdmd-1,Cluster 1,52,32.64
hifohonn-1,Cluster 6,95,53.49
higiakgm-1,Cluster 8,79,58.38
higeoohc-1,Cluster 3,136,80.87
higmlmng-1,Cluster 8,153,84.98
highliha-1,Cluster 8,58,44.57
higafadb-1,Cluster 1,88,53.24
hihippoi-1,Cluster 2,85,51.69
hihjfkjk-1,Cluster 2,158,81.10
hihieemi-1,Cluster 8,18,30.42
hidekiid-1,Cluster 1,53,25.65
hifdeike-1,Cluster 1,72,76.84
hididdoi-1,Cluster 1,46,21.38
hidfopjl-1,Cluster 1,64,40.67
hidfdcgl-1,Cluster 1,54,29.61
hifaidpp-1,Cluster 1,64,32.18
hidillnj-1,Cluster 1,71,36.26
hidlikem-1,Cluster 2,11,9.71
hidkfbab-1,Cluster 8,30,17.78
hidllbig-1,Cluster 2,62,29.07
higeleif-1,Cluster 2,75,48.88
higcoabe-1,Cluster 6,61,41.88
higildfe-1,Cluster 8,84,53.92
hifpklco-1,Cluster 3,219,115.66
higgmmmm-1,Cluster 8,84,39.19
higfpgij-1,Cluster 1,67,37.86
higjfdcj-1,Cluster 8,92,59.16
higlhpep-1,Cluster 8,114,46.61
higkdgod-1,Cluster 8,59,40.82
ahdhoenm-1,Cluster 15,338,161.74
agpmkcpj-1,Cluster 1,31,15.11
agpgdfhe-1,Cluster 1,43,24.47
agphbnan-1,Cluster 1,52,35.00
agphpfon-1,Cluster 13,159,68.29
agpkmnfm-1,Cluster 13,138,61.84
agpkkkcg-1,Cluster 1,69,41.11
agppmedm-1,Cluster 1,44,39.35
agppgnph-1,Cluster 13,186,81.24
agpniiec-1,Cluster 1,41,26.13
ahacgobn-1,Cluster 1,55,59.36
agppjocp-1,Cluster 1,35,23.28
ahaaieoe-1,Cluster 1,69,55.69
agpbfjpd-1,Cluster 6,90,92.49
ajcehnnk-1,Cluster 8,44,43.20
ahdicfnd-1,Cluster 15,47,22.75
ahdoibho-1,Cluster 1,73,46.33
hiajcclg-1,Cluster 1,97,89.40
aheoladn-1,Cluster 3,164,67.26
ahdihhpo-1,Cluster 6,100,47.39
aheicomp-1,Cluster 3,42,20.44
ahejfcig-1,Cluster 15,83,38.23
agpbnomk-1,Cluster 1,140,126.71
agpfbnhd-1,Cluster 8,39,30.81
agpjnfef-1,Cluster 1,68,30.50
agpghpie-1,Cluster 1,56,37.39
agphbhhe-1,Cluster 1,72,34.43
agpkibog-1,Cluster 15,91,37.10
ahbigoan-1,Cluster 2,38,22.86
agplbpgm-1,Cluster 2,95,49.73
ahadgiff-1,Cluster 1,47,50.01
ahaaknke-1,Cluster 1,82,52.19
ahbhodid-1,Cluster 1,97,90.19
agppijmo-1,Cluster 2,91,39.40
ahemhhob-1,Cluster 15,89,34.17
ahdfogke-1,Cluster 15,89,48.95
ahdhpicm-1,Cluster 1,47,38.59
agpbjibh-1,Cluster 8,147,92.24
ahdkehhp-1,Cluster 1,158,75.82
ahdodlak-1,Cluster 1,123,78.99
ahdkpgfp-1,Cluster 1,68,43.12
ahbidgli-1,Cluster 1,41,44.07
agpdpbca-1,Cluster 1,86,64.72
ahcmbomh-1,Cluster 8,98,58.80
ahbloheh-1,Cluster 8,67,46.83
ahcmjnic-1,Cluster 8,99,54.20
ahdehmjb-1,Cluster 1,86,46.02
ahdbehod-1,Cluster 3,50,30.50
hididngg-1,Cluster 1,48,31.21
ahdbkcia-1,Cluster 1,19,10.14
ahdbnocc-1,Cluster 6,74,42.83
ahcndbdn-1,Cluster 8,100,69.44
ahddpgcm-1,Cluster 1,89,49.24
ahdenafb-1,Cluster 2,86,38.30
ahdfbpdm-1,Cluster 8,99,59.54
ahdkbjai-1,Cluster 1,65,53.61
ahekcnag-1,Cluster 8,95,67.15
higchgjm-1,Cluster 8,70,33.46
ahcgfgaf-1,Cluster 1,41,25.80
ahcldjhd-1,Cluster 8,148,104.18
ahcjfhco-1,Cluster 6,77,61.01
ahchifan-1,Cluster 8,50,41.74
ahcgoham-1,Cluster 8,47,23.39
ahclkcpb-1,Cluster 1,24,19.86
ahclbndb-1,Cluster 1,17,17.06
ahcmipeg-1,Cluster 8,130,66.58
ahejkadp-1,Cluster 1,69,41.81
ahcobbbb-1,Cluster 8,74,65.69
ahcmlmom-1,Cluster 8,152,79.06
aheolnnc-1,Cluster 8,36,35.71
ahfclmak-1,Cluster 1,90,44.06
ahdfbimb-1,Cluster 15,39,23.43
ahdecboe-1,Cluster 2,51,37.87
ahdemeba-1,Cluster 8,119,94.51
ahdbjnlp-1,Cluster 8,63,53.95
ahcfjpkk-1,Cluster 1,63,50.79
ahcdkagp-1,Cluster 1,77,48.28
ahccmmmd-1,Cluster 1,43,32.60
ahehkbdi-1,Cluster 1,73,47.07
ahcmbphh-1,Cluster 1,88,49.71
ahchepge-1,Cluster 8,123,58.24
ahcjkpck-1,Cluster 1,88,51.11
ahchopjd-1,Cluster 1,74,63.19
aheniefk-1,Cluster 8,72,37.49
ajeoiomk-1,Cluster 1,10,10.07
eljndfnp-1,Cluster 8,45,25.63
hifhpcma-1,Cluster 1,50,27.89
afilaeae-1,Cluster 1,16,14.41
ajfannmm-1,Cluster 1,68,32.28
afjdgmei-1,Cluster 1,73,63.17
hifepomb-1,Cluster 1,35,50.61
hifkhlgi-1,Cluster 12,146,55.35
hifedjki-1,Cluster 1,65,55.29
hifibaeo-1,Cluster 2,56,32.97
higmnglg-1,Cluster 1,117,98.06
higljppo-1,Cluster 1,100,48.73
higlmhdp-1,Cluster 1,84,52.41
hifogncj-1,Cluster 10,99,72.40
elifhjjl-1,Cluster 1,88,70.46
eljoongj-1,Cluster 1,39,41.73
afhaojmb-1,Cluster 1,55,41.94
afhdmjfd-1,Cluster 1,70,29.86
afineidi-1,Cluster 13,171,106.07
afiiljpm-1,Cluster 13,65,76.04
afiiddkf-1,Cluster 13,99,71.86
afjbmben-1,Cluster 23,25,9.97
afjfkloi-1,Cluster 23,165,121.18
afjamclj-1,Cluster 13,54,31.82
afipodke-1,Cluster 13,283,156.03
ajfojdim-1,Cluster 6,63,33.12
hifinmcp-1,Cluster 14,152,74.99
afjaonmi-1,Cluster 23,63,37.22
hifmmfek-1,Cluster 10,84,44.03
afgnfpnj-1,Cluster 17,70,50.59
ahbmnfmo-1,Cluster 1,76,40.83
ajfkefcj-1,Cluster 8,57,32.95
hifgekok-1,Cluster 1,62,48.61
hifiomen-1,Cluster 10,63,29.58
hiflijjm-1,Cluster 1,49,49.38
afhmoaii-1,Cluster 23,60,35.07
elijollg-1,Cluster 15,26,47.92
eliebecm-1,Cluster 1,57,83.20
afidfgel-1,Cluster 13,77,41.85
afhjpoeg-1,Cluster 1,115,87.90
afhkdkbo-1,Cluster 23,88,41.42
afhfmhjn-1,Cluster 2,19,14.35
afielolo-1,Cluster 13,32,16.24
afieidoj-1,Cluster 23,35,27.88
elhhnmlj-1,Cluster 14,90,47.08
ekhfikil-1,Cluster 6,64,35.35
eljfefho-1,Cluster 1,78,39.75
eljkkddb-1,Cluster 1,41,28.31
ekhflcgn-1,Cluster 1,85,67.97
eljggjjn-1,Cluster 8,70,50.86
eljglooj-1,Cluster 1,50,35.04
ekhgdghm-1,Cluster 24,104,69.30
eljhmbhj-1,Cluster 8,38,29.77
eljkcffd-1,Cluster 8,125,72.96
eljdecbd-1,Cluster 1,98,64.18
eljmelka-1,Cluster 1,77,43.52
eljnhpci-1,Cluster 1,52,55.18
eljgieah-1,Cluster 1,118,55.39
elidfgml-1,Cluster 2,47,25.56
elhmbbib-1,Cluster 14,68,49.81
elhjopfo-1,Cluster 14,94,53.21
elhhlbpi-1,Cluster 14,109,47.81
elhconaf-1,Cluster 14,52,32.00
eljcooco-1,Cluster 3,252,121.84
elhenlol-1,Cluster 14,37,18.49
eliannik-1,Cluster 14,121,68.51
elhlknpc-1,Cluster 8,31,13.79
elioejla-1,Cluster 1,65,38.63
elilhcdk-1,Cluster 1,131,75.52
elijmfgc-1,Cluster 1,71,46.29
elionlbf-1,Cluster 1,96,57.15
elijplic-1,Cluster 1,57,45.61
eljafpgp-1,Cluster 1,61,65.98
eligfbjm-1,Cluster 8,60,38.76
eligelip-1,Cluster 1,52,40.98
eliofoen-1,Cluster 1,52,45.90
elimdehc-1,Cluster 8,134,101.04
elhemphh-1,Cluster 14,93,44.81
elhckajb-1,Cluster 14,71,47.73
elhamhll-1,Cluster 15,119,57.55
elhfagbm-1,Cluster 8,60,47.65
elhcbhlo-1,Cluster 14,96,44.27
elhiaacn-1,Cluster 3,44,24.48
elhiffmb-1,Cluster 6,31,28.44
elhjpfmp-1,Cluster 8,63,46.72
elhkmlod-1,Cluster 8,49,29.16
adgfmnin-1,Cluster 1,73,45.45
adhhnfla-1,Cluster 1,57,46.92
adhagmpe-1,Cluster 23,118,74.86
ajfamdci-1,Cluster 13,163,61.98
adhffebi-1,Cluster 23,99,57.38
ahfdphdj-1,Cluster 1,36,21.57
adhiflgb-1,Cluster 23,103,73.13
ahbnghec-1,Cluster 8,45,27.84
ahcbeohn-1,Cluster 8,85,60.94
ahbnnlnc-1,Cluster 8,67,28.91
ahejkgbf-1,Cluster 1,78,45.22
ahcaipgo-1,Cluster 3,87,57.26
ahbpemnj-1,Cluster 8,86,53.38
adghgbkb-1,Cluster 1,72,47.06
adgimmfj-1,Cluster 1,31,20.53
adgkckhg-1,Cluster 8,48,39.90
adhfnkfk-1,Cluster 1,71,58.85
adhgempc-1,Cluster 1,30,36.22
adggnpad-1,Cluster 1,66,77.38
adglpika-1,Cluster 1,96,95.55
adgmlipa-1,Cluster 8,10,12.23
adgmokmd-1,Cluster 1,91,53.70
adgoehfn-1,Cluster 13,131,64.88
adheennc-1,Cluster 1,96,68.63
ahbmegdm-1,Cluster 8,54,45.86
adhdgfad-1,Cluster 1,123,64.10
ahbmhdoh-1,Cluster 1,59,45.43
ahbmbnao-1,Cluster 8,64,47.60
ahbppclm-1,Cluster 8,84,48.97
ahccckbc-1,Cluster 1,65,43.34
ahccdinb-1,Cluster 8,74,55.52
ahcbjbie-1,Cluster 1,57,42.15
ahcbppbk-1,Cluster 1,68,36.75
aheogiml-1,Cluster 1,90,45.40
adgiankj-1,Cluster 1,36,28.97
adggklhj-1,Cluster 1,54,31.64
adhgeenk-1,Cluster 8,74,53.07
adgikilp-1,Cluster 8,34,28.84
adgkdoag-1,Cluster 1,65,43.99
adhcnbel-1,Cluster 1,57,44.98
adgkhljd-1,Cluster 1,49,38.74
adgojemo-1,Cluster 1,45,44.58
adgkanea-1,Cluster 1,53,58.67
adfapkge-1,Cluster 10,170,89.89
adfhebpg-1,Cluster 1,49,30.62
adficfip-1,Cluster 8,69,64.82
adfkkglg-1,Cluster 1,44,32.01
adflmpck-1,Cluster 8,106,70.30
adfoccom-1,Cluster 1,46,35.76
adgaehie-1,Cluster 1,57,41.26
adfnoagk-1,Cluster 1,25,15.63
adgcbaaa-1,Cluster 1,124,106.01
adgdjlci-1,Cluster 1,51,55.22
adgfeahg-1,Cluster 1,39,37.78
adgfepff-1,Cluster 1,29,30.57
adfbbgnn-1,Cluster 8,171,94.95
affmaojg-1,Cluster 6,24,19.44
aehihgdo-1,Cluster 14,56,27.43
aehbkmpc-1,Cluster 14,140,72.88
aehgjcid-1,Cluster 14,172,90.15
adfeohhn-1,Cluster 1,46,53.03
adffklff-1,Cluster 8,48,25.26
adfepfpa-1,Cluster 8,44,36.38
adfhpcec-1,Cluster 8,42,18.30
adflbenc-1,Cluster 1,52,23.45
adflghck-1,Cluster 8,16,11.85
adfmakfb-1,Cluster 1,61,35.30
adfoagde-1,Cluster 8,49,31.06
adfojnff-1,Cluster 1,61,33.40
adgbjgco-1,Cluster 1,70,36.09
adgapccn-1,Cluster 8,72,44.63
adgcklbk-1,Cluster 8,40,43.99
adgcplbn-1,Cluster 1,61,49.26
adgffjff-1,Cluster 1,79,60.97
adgfidij-1,Cluster 1,67,48.57
adfcgobg-1,Cluster 1,75,55.35
aehigmbn-1,Cluster 14,27,15.15
adepicjl-1,Cluster 1,108,62.79
aehdphca-1,Cluster 14,60,41.65
aehgnfbk-1,Cluster 14,116,61.31
adffflpj-1,Cluster 1,14,13.01
adfhchig-1,Cluster 1,86,65.67
adfjdnif-1,Cluster 1,40,26.51
adfkimdm-1,Cluster 8,78,70.76
fplfdloh-1,Cluster 8,64,55.34
gagbefkc-1,Cluster 1,25,17.76
ahbhplfn-1,Cluster 8,120,73.94
fpkblemp-1,Cluster 10,123,96.21
fpjocfje-1,Cluster 8,194,126.93
fpjjdcec-1,Cluster 10,193,107.33
fpjceael-1,Cluster 10,204,140.77
fpmofnbh-1,Cluster 15,71,60.99
fpmpgbgo-1,Cluster 6,194,141.86
fpmpekio-1,Cluster 1,128,74.87
fpmmafjf-1,Cluster 6,64,70.80
fpmmknnp-1,Cluster 3,57,43.94
fplppepi-1,Cluster 6,112,78.80
fpmmlmef-1,Cluster 1,40,33.84
fpmpdbng-1,Cluster 3,97,48.22
fpmkngnm-1,Cluster 1,46,50.08
fpmfmlah-1,Cluster 8,54,49.40
fpnboajf-1,Cluster 8,75,69.61
fpknlcoo-1,Cluster 15,108,71.76
fplkgjib-1,Cluster 1,79,54.54
fpmeceab-1,Cluster 8,52,35.21
fplkojde-1,Cluster 8,58,62.87
fpmedpic-1,Cluster 2,153,86.50
fplmbamp-1,Cluster 1,61,30.50
fplklmhh-1,Cluster 2,37,22.70
fpmbppbn-1,Cluster 8,93,59.09
fpmgcdno-1,Cluster 3,92,67.16
fpnbjada-1,Cluster 1,71,53.15
fpmhkcdf-1,Cluster 3,45,20.95
gahmgcdo-1,Cluster 1,52,62.41
fpmljgpd-1,Cluster 3,114,102.43
gaibkbao-1,Cluster 3,236,129.40
fpmlkcjm-1,Cluster 6,116,100.14
gaifnbmh-1,Cluster 15,108,54.17
gajamfne-1,Cluster 8,87,77.64
fpkcapmd-1,Cluster 14,407,226.01
fpmobgih-1,Cluster 3,135,80.27
fpmobajn-1,Cluster 8,47,36.83
fpmocfep-1,Cluster 3,59,34.41
fpkhbhni-1,Cluster 3,82,70.10
fpmiahln-1,Cluster 8,106,83.87
gahmgkdc-1,Cluster 1,72,46.23
fpljoedg-1,Cluster 1,65,46.65
fpmhcpon-1,Cluster 1,35,20.73
fplhaffj-1,Cluster 8,83,30.45
fplegncn-1,Cluster 1,65,44.59
gahkkbgb-1,Cluster 1,82,54.21
fpmjjdfp-1,Cluster 6,117,61.01
gahooeoc-1,Cluster 6,84,59.91
fpkjpfep-1,Cluster 3,139,95.56
fpkfiigi-1,Cluster 8,41,25.11
fpkfmffo-1,Cluster 2,63,51.35
fpjljmji-1,Cluster 8,66,44.81
fpjpndha-1,Cluster 8,47,31.87
fpjijjdh-1,Cluster 8,96,50.41
fpjicnoe-1,Cluster 1,76,37.78
fpjdfefp-1,Cluster 10,217,119.79
fpkgjhgi-1,Cluster 6,101,71.52
fpjmidff-1,Cluster 6,107,75.83
fpkhblmo-1,Cluster 14,210,116.70
fpkfaajg-1,Cluster 10,39,32.28
fpkbcgia-1,Cluster 3,180,107.93
fpjonccf-1,Cluster 6,122,97.22
gagpheen-1,Cluster 8,59,39.92
gahjecjf-1,Cluster 1,51,36.02
gaicbcja-1,Cluster 3,205,145.83
gajacppk-1,Cluster 15,129,63.11
gajamfdg-1,Cluster 8,146,69.75
gaipdfge-1,Cluster 15,97,59.09
gaipippo-1,Cluster 2,102,67.08
gaijmgcd-1,Cluster 8,61,27.90
gajacnkg-1,Cluster 2,86,62.67
gaihedkg-1,Cluster 8,99,72.61
gaikglmm-1,Cluster 2,104,71.30
gaimnfnj-1,Cluster 2,124,61.44
gahaomkm-1,Cluster 1,47,40.32
gagofclk-1,Cluster 1,54,41.45
gahghpbo-1,Cluster 1,92,69.36
gahahloh-1,Cluster 1,54,50.82
gahafegn-1,Cluster 1,62,41.69
gahdffmm-1,Cluster 1,56,51.08
gahiknck-1,Cluster 8,50,49.45
gahicaad-1,Cluster 1,71,50.20
gahefpda-1,Cluster 1,38,24.68
gaghoohi-1,Cluster 1,58,36.40
gageimme-1,Cluster 1,47,28.34
gagmigdh-1,Cluster 1,69,67.52
gaibajhl-1,Cluster 2,53,32.85
gahpdogj-1,Cluster 2,83,65.09
gaieegdh-1,Cluster 6,70,38.20
gaikjhhh-1,Cluster 3,259,172.49
gaidfbje-1,Cluster 6,145,86.05
gaicdjpc-1,Cluster 2,107,47.64
gaifofmk-1,Cluster 3,181,106.37
gaiifnei-1,Cluster 6,150,75.08
gaggnbhh-1,Cluster 1,43,34.48
gagkpelb-1,Cluster 1,64,46.22
gaggldgb-1,Cluster 1,24,31.27
gagifadj-1,Cluster 1,41,55.39
gagmhned-1,Cluster 1,65,47.11
gagaffdl-1,Cluster 2,84,46.35
gagofeal-1,Cluster 1,37,24.88
gagjilfd-1,Cluster 2,59,40.50
gaggppmo-1,Cluster 1,24,14.24
gefoench-1,Cluster 13,59,38.36
fplbnaef-1,Cluster 3,107,68.54
fplcppfb-1,Cluster 3,120,63.72
gacbpcce-1,Cluster 1,24,11.18
fpkngpgb-1,Cluster 3,161,93.25
gabkofpm-1,Cluster 1,45,36.71
fplcnakg-1,Cluster 6,83,53.11
gachhfbg-1,Cluster 6,84,55.02
